Date,Close,High,Low,Open
2018-07-09 14:55,7647.1,7647.8,7637.6,7638.1
2018-07-09 15:00,7642.6,7651.1,7640.1,7646.6
2018-07-09 15:05,7653.3,7658.6,7642.1,7642.8
2018-07-09 15:10,7651.3,7656.3,7651,7653
2018-07-09 15:15,7651.8,7653.3,7647.5,7651.5
2018-07-09 15:20,7654,7655.3,7650.3,7652
2018-07-09 15:25,7659.3,7660.3,7651.8,7654.3
2018-07-09 15:30,7666.3,7666.3,7659.5,7659.8
2018-07-09 15:35,7672,7673.8,7665.8,7665.8
2018-07-09 15:40,7682.3,7682.3,7672.3,7672.3
2018-07-09 15:45,7685,7687.5,7680,7682.8
2018-07-09 15:50,7686.8,7687.5,7683.3,7685.3
2018-07-09 15:55,7693.8,7693.8,7683,7686.5
2018-07-09 16:00,7690.3,7697.5,7689.3,7692.8
2018-07-09 16:05,7690.8,7691.8,7688.3,7690
2018-07-09 16:10,7696.8,7696.8,7689.8,7690.3
2018-07-09 16:15,7691.8,7698,7688,7697
2018-07-09 16:20,7697.3,7697.5,7691.3,7691.3
2018-07-09 16:25,7693.3,7697.5,7690.8,7697.5
2018-07-09 16:30,7691.8,7695.5,7686.8,7693.5
2018-07-09 16:35,7692.8,7695,7688.8,7690.8
2018-07-09 16:40,7690,7694.3,7688.8,7693
2018-07-09 16:45,7690,7692.8,7689.3,7689.8
2018-07-09 16:50,7696.3,7696.3,7689.5,7690.3
2018-07-09 16:55,7706.3,7709.5,7693.8,7696.5
2018-07-09 17:00,7708.8,7708.8,7700.5,7705.8
2018-07-09 17:05,7711,7713,7709,7709.3
2018-07-09 17:10,7708.8,7710.8,7707.8,7710.8
2018-07-09 17:15,7708,7709.3,7705.3,7708.3
2018-07-09 17:20,7707.5,7708.3,7704.5,7708.3
2018-07-09 17:25,7709.5,7712,7707.8,7707.8
2018-07-09 17:30,7709.3,7710.8,7706.5,7709.8
2018-07-09 17:35,7708.8,7709.8,7706,7709.5
2018-07-09 17:40,7708,7708.8,7705,7708.3
2018-07-09 17:45,7708,7709.5,7707.5,7707.8
2018-07-09 17:50,7709,7709.3,7707.5,7708.3
2018-07-09 17:55,7708,7711.5,7708,7709.3
2018-07-09 18:00,7712,7712,7707.3,7708.3
2018-07-09 18:05,7706,7712.8,7706,7712.3
2018-07-09 18:10,7702.5,7706.5,7702.3,7706.3
2018-07-09 18:15,7706,7707.3,7702.5,7702.8
2018-07-09 18:20,7706.5,7708,7704.8,7705.8
2018-07-09 18:25,7701.5,7706.8,7701.5,7706.8
2018-07-09 18:30,7703,7705,7701.3,7701.3
2018-07-09 18:35,7703.8,7705.5,7701.8,7702.8
2018-07-09 18:40,7691.5,7703,7690.8,7703
2018-07-09 18:45,7693,7695,7689.5,7691.8
2018-07-09 18:50,7693,7693.8,7688.8,7693.3
2018-07-09 18:55,7691.3,7695,7690.3,7693.3
2018-07-09 19:00,7690.5,7692.5,7690.3,7691.5
2018-07-09 19:05,7685.8,7690.8,7685.5,7690.3
2018-07-09 19:10,7694.3,7694.3,7685.5,7685.5
2018-07-09 19:15,7693.3,7694.8,7692,7694
2018-07-09 19:20,7694.8,7695,7692.5,7693.5
2018-07-09 19:25,7695.3,7695.5,7692.5,7694.5
2018-07-09 19:30,7696.3,7697.8,7694.3,7695
2018-07-09 19:35,7696.3,7697.3,7695.5,7695.5
2018-07-09 19:40,7700.3,7700.3,7695.5,7695.8
2018-07-09 19:45,7699.8,7700.5,7698.3,7700.5
2018-07-09 19:50,7699,7701.5,7697.5,7699.5
2018-07-09 19:55,7697.5,7700.8,7697.5,7699.3
2018-07-09 20:00,7698,7700,7696.5,7697.8
2018-07-09 20:05,7699.3,7699.5,7697.5,7697.8
2018-07-09 20:10,7697.5,7699.3,7696.8,7699
2018-07-09 20:15,7692.8,7697.3,7691.3,7697.3
2018-07-09 20:20,7693.8,7694.8,7692.8,7693.3
2018-07-09 20:25,7696.3,7696.3,7693.3,7694.3
2018-07-09 20:30,7697.3,7697.8,7694.5,7696
2018-07-09 20:35,7698.8,7698.8,7695.3,7696.8
2018-07-09 20:40,7700.3,7701.3,7697.5,7698.3
2018-07-09 20:45,7696,7700.3,7695.5,7700
2018-07-09 20:50,7698.8,7699,7691.3,7695.8
2018-07-09 20:55,7696.5,7704.3,7694.3,7699
2018-07-09 21:00,7701.8,7703.1,7696.5,7697.1
2018-07-09 21:05,7699.9,7702.4,7699.9,7701.1
2018-07-09 21:10,7703.4,7703.9,7699.9,7700.5
2018-07-09 21:15,7703.3,7703.6,7702.4,7703.6
2018-07-09 21:20,7704.3,7704.4,7704.1,7704.3
2018-07-09 21:25,7704.2,7704.6,7704.1,7704.2
2018-07-09 21:30,7704.9,7705.5,7703.7,7704.6
2018-07-09 21:35,7704.3,7705.5,7704.3,7704.3
2018-07-09 21:40,7704.3,7704.9,7703.7,7704.9
2018-07-09 21:45,7705.5,7705.5,7703.7,7703.7
2018-07-09 21:50,7705.5,7705.5,7704.3,7704.9
2018-07-09 21:55,7704.2,7705.5,7703.7,7704.9
2018-07-09 22:05,7702.5,7703.2,7702.2,7702.2
2018-07-09 22:10,7702.5,7703.1,7702.5,7702.8
2018-07-09 22:15,7703.2,7703.2,7702.6,7702.6
2018-07-09 22:20,7703.6,7703.9,7703.2,7703.3
2018-07-09 22:25,7703.5,7703.6,7703.5,7703.5
2018-07-09 22:30,7703.2,7703.4,7703.1,7703.2
2018-07-09 22:35,7703,7703.4,7703,7703.4
2018-07-09 22:40,7703.3,7703.4,7703.3,7703.3
2018-07-09 22:45,7703.2,7703.4,7702.9,7703.2
2018-07-09 22:50,7702.8,7703,7702.8,7703
2018-07-09 22:55,7703.2,7703.2,7702.8,7702.9
2018-07-09 23:00,7700.8,7702.9,7700.8,7702.3
2018-07-09 23:05,7699.8,7701.4,7699.1,7701.4
2018-07-09 23:10,7699.1,7699.8,7697.9,7699.1
2018-07-09 23:15,7702.4,7703.6,7701.1,7701.1
2018-07-09 23:20,7702.4,7703,7702.4,7702.7
2018-07-09 23:25,7703,7703,7702.4,7703
2018-07-09 23:30,7703,7703,7702.4,7702.7
2018-07-09 23:35,7703.6,7703.6,7702.4,7702.7
2018-07-09 23:40,7704.2,7704.2,7703,7703.3
2018-07-09 23:45,7706.7,7706.7,7704.2,7704.8
2018-07-09 23:50,7709.8,7710.4,7706.7,7707.9
2018-07-09 23:55,7710.4,7711,7709.8,7710.4
2018-07-10 00:00,7710.4,7710.4,7709.8,7709.8
2018-07-10 00:05,7709.8,7710.4,7709.8,7709.8
2018-07-10 00:10,7711.6,7711.6,7710.1,7710.1
2018-07-10 00:15,7712.8,7712.8,7711,7711.3
2018-07-10 00:20,7711.6,7712.8,7711.6,7712.2
2018-07-10 00:25,7711.6,7712.2,7711.6,7712.2
2018-07-10 00:30,7711.7,7712.6,7711.4,7712.2
2018-07-10 00:35,7710.8,7711.4,7710.8,7711.4
2018-07-10 00:40,7713.8,7713.8,7710.8,7711.4
2018-07-10 00:45,7713.8,7714.5,7713.2,7714.5
2018-07-10 00:50,7715.2,7716.5,7713.2,7713.2
2018-07-10 00:55,7714.2,7715.2,7713,7714.6
2018-07-10 01:00,7708.3,7714.2,7708.3,7713.9
2018-07-10 01:05,7705,7707.5,7704.5,7707.5
2018-07-10 01:10,7706,7706.3,7701,7704.3
2018-07-10 01:15,7706.3,7707.3,7704.3,7706.3
2018-07-10 01:20,7705.8,7707.3,7705.8,7706
2018-07-10 01:25,7705.5,7706.3,7705.3,7706.3
2018-07-10 01:35,7706.5,7707.3,7706,7707.3
2018-07-10 01:40,7711.3,7711.8,7707.8,7707.8
2018-07-10 01:45,7710.8,7713,7710.8,7711.5
2018-07-10 01:50,7710.8,7716.3,7710.3,7710.5
2018-07-10 01:55,7711.3,7711.3,7709.3,7710.3
2018-07-10 02:00,7711,7711.3,7710.5,7710.8
2018-07-10 02:05,7707.3,7711,7707.3,7710.8
2018-07-10 02:10,7703.3,7707.8,7703.3,7707.8
2018-07-10 02:15,7701.3,7703,7700.5,7703
2018-07-10 02:20,7702.8,7702.8,7701.3,7701.8
2018-07-10 02:25,7702.3,7704.3,7702.3,7703
2018-07-10 02:30,7701.5,7704.3,7701.5,7702.5
2018-07-10 02:35,7701,7701.3,7699.3,7701.3
2018-07-10 02:40,7698.3,7700.8,7698.3,7700.8
2018-07-10 02:45,7698.8,7698.8,7697.5,7698.5
2018-07-10 02:50,7701,7702.8,7698.3,7699.8
2018-07-10 02:55,7698.8,7701.8,7698.8,7700.8
2018-07-10 03:00,7701,7702,7698.5,7698.5
2018-07-10 03:05,7702,7702.5,7701.3,7701.3
2018-07-10 03:10,7702.8,7703,7701.3,7701.8
2018-07-10 03:15,7700.5,7703,7700.3,7703
2018-07-10 03:20,7701,7701.3,7700,7700.3
2018-07-10 03:25,7700.3,7700.8,7700.3,7700.8
2018-07-10 03:30,7699.3,7700.8,7699,7700.5
2018-07-10 03:35,7693.8,7699.3,7693.8,7699
2018-07-10 03:40,7693.3,7693.3,7692.8,7693.3
2018-07-10 03:45,7694.8,7695.8,7692.8,7693
2018-07-10 03:50,7694.8,7696.3,7694.3,7695
2018-07-10 03:55,7695.5,7696.3,7695,7695.8
2018-07-10 04:00,7695.3,7695.8,7694,7695.3
2018-07-10 04:05,7695.3,7695.8,7695,7695
2018-07-10 04:10,7695.5,7695.5,7695,7695.5
2018-07-10 04:15,7698.3,7698.3,7695.8,7696
2018-07-10 04:20,7701,7701,7698.3,7698.5
2018-07-10 04:25,7701.8,7701.8,7700,7700.8
2018-07-10 04:30,7700.3,7701.3,7699.3,7701
2018-07-10 04:35,7699.3,7700.5,7698.8,7700
2018-07-10 04:40,7699.3,7699.8,7698.5,7698.5
2018-07-10 04:45,7700,7700.8,7698.8,7699
2018-07-10 04:50,7700.5,7700.5,7700.3,7700.3
2018-07-10 04:55,7700.3,7701,7700.3,7701
2018-07-10 05:00,7700.3,7701,7699.5,7700.8
2018-07-10 05:05,7701,7701.5,7699.8,7701
2018-07-10 05:10,7701.5,7701.5,7700.8,7701.5
2018-07-10 05:15,7702.3,7702.8,7701.8,7701.8
2018-07-10 05:20,7703,7703.3,7702.3,7702.5
2018-07-10 05:25,7703.3,7703.3,7703,7703.3
2018-07-10 05:30,7702,7703.3,7702,7703
2018-07-10 05:35,7704,7704,7702,7702.5
2018-07-10 05:40,7702.8,7703.8,7702.8,7703.8
2018-07-10 05:45,7702.5,7703.3,7702.3,7702.5
2018-07-10 05:50,7702.3,7703.3,7702.3,7702.8
2018-07-10 05:55,7702.3,7702.3,7700.3,7702
2018-07-10 06:00,7702.5,7703,7702.5,7702.5
2018-07-10 06:05,7705.5,7705.8,7703,7703
2018-07-10 06:10,7704.5,7707.5,7704.5,7705.8
2018-07-10 06:15,7706,7706.3,7704.5,7705
2018-07-10 06:20,7704.8,7706.3,7704.8,7706.3
2018-07-10 06:25,7703.8,7705.5,7703.8,7705
2018-07-10 06:30,7699,7704,7698.8,7704
2018-07-10 06:35,7699.3,7699.3,7695.3,7698.8
2018-07-10 06:40,7700.8,7701,7699,7699
2018-07-10 06:45,7700.3,7701.3,7699.3,7701
2018-07-10 06:50,7700.3,7701.8,7699.5,7699.5
2018-07-10 06:55,7699.3,7700.5,7699,7700
2018-07-10 07:00,7695,7701.5,7694.8,7699
2018-07-10 07:05,7693.3,7698,7691.3,7694.8
2018-07-10 07:10,7688.8,7692.8,7688.3,7692.8
2018-07-10 07:15,7687.3,7689.8,7686.8,7689
2018-07-10 07:20,7685.3,7687.3,7682.3,7687
2018-07-10 07:25,7692.3,7693.5,7685.8,7686
2018-07-10 07:30,7691,7695.8,7690.8,7692.5
2018-07-10 07:35,7691.8,7691.8,7691,7691.3
2018-07-10 07:40,7690.5,7692.8,7690.3,7691.5
2018-07-10 07:45,7689.8,7691.8,7689,7690.8
2018-07-10 07:50,7688.8,7689.8,7687.3,7689.5
2018-07-10 07:55,7693,7694.5,7687.8,7688.3
2018-07-10 08:00,7694.8,7701,7692.8,7693
2018-07-10 08:05,7695.8,7699,7693.3,7694.5
2018-07-10 08:10,7687.8,7697.8,7687.3,7695.3
2018-07-10 08:15,7697.3,7697.8,7688,7688
2018-07-10 08:20,7699,7700.3,7697,7697.5
2018-07-10 08:25,7695.8,7701.3,7693.3,7699.3
2018-07-10 08:30,7687.3,7689.8,7686.8,7689
2018-07-10 08:35,7698.3,7700.8,7696.8,7698.3
2018-07-10 08:40,7689.9,7699.9,7689.1,7698.4
2018-07-10 08:45,7691.9,7693.6,7689.1,7690.1
2018-07-10 08:50,7684.9,7692.9,7683.4,7692.6
2018-07-10 08:55,7680.9,7685.4,7677.9,7685.1
2018-07-10 09:00,7681.6,7682.9,7678.9,7681.1
2018-07-10 09:05,7676.9,7682.4,7675.9,7681.4
2018-07-10 09:10,7680.9,7681.4,7677.1,7677.1
2018-07-10 09:15,7681.9,7682.4,7677.1,7680.6
2018-07-10 09:20,7680.9,7683.4,7677.6,7682.1
2018-07-10 09:25,7682.9,7684.4,7679.9,7680.4
2018-07-10 09:30,7686.4,7690.9,7681.6,7682.6
2018-07-10 09:35,7684.9,7686.9,7682.9,7686.6
2018-07-10 09:40,7685.1,7686.6,7683.9,7685.4
2018-07-10 09:45,7686.9,7688.1,7684.1,7685.4
2018-07-10 09:50,7689.4,7689.9,7686.4,7686.6
2018-07-10 09:55,7691.6,7692.4,7689.4,7689.6
2018-07-10 10:00,7693.4,7693.6,7690.9,7691.9
2018-07-10 10:05,7692.1,7693.4,7690.4,7693.1
2018-07-10 10:10,7692.9,7694.9,7692.4,7692.4
2018-07-10 10:15,7693.9,7695.9,7692.9,7693.1
2018-07-10 10:20,7696.6,7697.4,7692.6,7693.6
2018-07-10 10:25,7695.9,7697.9,7695.6,7696.4
2018-07-10 10:30,7693.9,7697.4,7693.9,7695.4
2018-07-10 10:35,7693.4,7695.4,7692.9,7694.1
2018-07-10 10:40,7696.9,7696.9,7693.4,7693.6
2018-07-10 10:45,7699.9,7699.9,7696.9,7697.4
2018-07-10 10:50,7697.6,7699.9,7696.9,7699.6
2018-07-10 10:55,7702.4,7702.6,7697.9,7697.9
2018-07-10 11:00,7705.4,7705.9,7701.9,7702.6
2018-07-10 11:05,7705.6,7706.4,7703.9,7705.1
2018-07-10 11:10,7709.6,7710.4,7705.4,7705.4
2018-07-10 11:15,7711.4,7712.4,7708.9,7709.9
2018-07-10 11:20,7712.4,7712.9,7710.4,7711.9
2018-07-10 11:25,7712.9,7715.9,7711.4,7711.9
2018-07-10 11:30,7710.6,7712.9,7708.9,7712.6
2018-07-10 11:35,7712.9,7715.1,7710.4,7710.4
2018-07-10 11:40,7709.4,7713.4,7709.4,7712.4
2018-07-10 11:45,7705.4,7709.4,7704.4,7709.1
2018-07-10 11:50,7702.1,7706.4,7700.9,7705.9
2018-07-10 11:55,7696.9,7701.9,7695.4,7701.9
2018-07-10 12:00,7693.9,7699.4,7693.6,7696.6
2018-07-10 12:05,7696.4,7698.9,7691.9,7693.6
2018-07-10 12:10,7699.4,7701.4,7696.4,7696.6
2018-07-10 12:15,7702.4,7702.9,7698.4,7699.6
2018-07-10 12:20,7703.9,7704.1,7701.9,7702.1
2018-07-10 12:25,7705.9,7706.1,7702.9,7703.6
2018-07-10 12:30,7705.1,7706.6,7704.9,7705.6
2018-07-10 12:35,7704.9,7706.4,7704.1,7704.9
2018-07-10 12:40,7701.5,7705,7701,7704.5
2018-07-10 12:45,7699.7,7701.2,7694.7,7701.2
2018-07-10 12:50,7700.5,7702,7699,7699.5
2018-07-10 12:55,7701,7702.2,7699.5,7699.7
2018-07-10 13:00,7701,7702,7699.5,7702
2018-07-10 13:05,7696.7,7702.2,7696.5,7700.7
2018-07-10 13:10,7695.5,7697.5,7694,7696.5
2018-07-10 13:15,7697.5,7697.7,7695.2,7695.2
2018-07-10 13:20,7698.5,7700,7696.7,7697.2
2018-07-10 13:25,7693,7698.5,7692,7698
2018-07-10 13:30,7693,7695,7692,7693.2
2018-07-10 13:35,7691,7694,7689.5,7693.2
2018-07-10 13:40,7694.5,7694.5,7690.5,7690.5
2018-07-10 13:45,7692.5,7694.7,7691.5,7694.2
2018-07-10 13:50,7689,7693,7688.5,7693
2018-07-10 13:55,7689,7690,7685.2,7688.7
2018-07-10 14:00,7690.2,7692.5,7689,7689.5
2018-07-10 14:05,7689.7,7693.5,7689.5,7690.5
2018-07-10 14:10,7701,7702.2,7699.5,7699.7
2018-07-10 14:15,7688,7689,7686,7687.5
2018-07-10 14:20,7687.5,7689.5,7687.2,7688.2
2018-07-10 14:25,7688,7689.5,7685.2,7687.2
2018-07-10 14:30,7693.5,7694.2,7687.5,7687.7
2018-07-10 14:35,7702.2,7702.5,7693.7,7693.7
2018-07-10 14:40,7701.5,7703,7697,7702.5
